timestamp(s),px(m),py(m),pz(m),qw,qx,qy,qz
320359.220023,-3.417140,-0.467490,0.527760,0.069464,-0.150743,0.790456,-0.589605
320359.253843,-3.425360,-0.493707,0.525611,0.073521,-0.159654,0.790331,-0.586929
320359.287663,-3.432725,-0.520636,0.525184,0.078250,-0.170219,0.789401,-0.584594
320359.321482,-3.441074,-0.547556,0.527020,0.081781,-0.177951,0.789229,-0.582035
320359.355302,-3.448570,-0.573433,0.529143,0.085284,-0.182400,0.791161,-0.577515
320359.389122,-3.455490,-0.600187,0.531931,0.089851,-0.185831,0.792126,-0.574396
320359.422942,-3.461462,-0.626005,0.534582,0.093120,-0.188809,0.792332,-0.572618
320359.456761,-3.468989,-0.651339,0.536604,0.093011,-0.190191,0.791841,-0.572860
320359.490581,-3.476835,-0.672313,0.539022,0.092325,-0.191173,0.790143,-0.574982
320359.524401,-3.483997,-0.696040,0.541252,0.092574,-0.192036,0.787490,-0.578282
320359.558220,-3.490319,-0.718536,0.543554,0.093071,-0.192795,0.785465,-0.580700
320359.592040,-3.497002,-0.741290,0.546044,0.095230,-0.192789,0.783558,-0.582922
320359.625860,-3.503491,-0.763198,0.547248,0.096519,-0.189959,0.781149,-0.586861
320359.659679,-3.510269,-0.786631,0.547997,0.096971,-0.185173,0.779819,-0.590078
320359.693499,-3.515899,-0.806868,0.547554,0.099953,-0.180299,0.780060,-0.590769
320359.727319,-3.521126,-0.826753,0.546145,0.104525,-0.176832,0.782672,-0.587560
320359.761139,-3.526130,-0.844877,0.543225,0.109289,-0.172458,0.785555,-0.584137
320359.794958,-3.531819,-0.866117,0.540806,0.112766,-0.169186,0.789261,-0.579419
320359.828778,-3.535350,-0.890067,0.538337,0.117884,-0.170710,0.789833,-0.577168
320359.862597,-3.537886,-0.916898,0.535771,0.123820,-0.175617,0.788011,-0.576945
320359.896417,-3.540975,-0.943464,0.532728,0.128533,-0.183128,0.784928,-0.577782
320359.930237,-3.542208,-0.973095,0.529883,0.134072,-0.191250,0.780522,-0.579857
320359.964056,-3.542239,-1.004683,0.528293,0.140095,-0.198072,0.774712,-0.583919
320359.997876,-3.544410,-1.033794,0.527079,0.148064,-0.204615,0.767757,-0.588864
320360.031696,-3.548437,-1.063250,0.526952,0.156299,-0.210966,0.762685,-0.591080
320360.065516,-3.555892,-1.090688,0.526977,0.161994,-0.213448,0.760516,-0.591451
320360.099335,-3.562568,-1.120359,0.528359,0.165341,-0.213815,0.761201,-0.589506
320360.133155,-3.567987,-1.150571,0.531416,0.167341,-0.213542,0.761439,-0.588735
320360.166975,-3.574208,-1.179449,0.535422,0.170758,-0.212808,0.761648,-0.587748
320360.200794,-3.577422,-1.209983,0.540674,0.173041,-0.210056,0.762287,-0.587240
320360.234614,-3.579179,-1.239723,0.546088,0.174299,-0.205457,0.762232,-0.588566
320360.268434,-3.579635,-1.268834,0.551191,0.176545,-0.199011,0.761714,-0.590778
320360.302253,-3.577504,-1.297341,0.553925,0.179533,-0.193044,0.761953,-0.591548
320360.336073,-3.572201,-1.324020,0.552706,0.183071,-0.189248,0.762880,-0.590495
320360.369893,-3.566409,-1.349269,0.549447,0.185057,-0.187712,0.764635,-0.588091
320360.403713,-3.566973,-1.380046,0.545869,0.185046,-0.186036,0.765754,-0.587171
320360.437532,-3.563339,-1.413963,0.542360,0.179798,-0.181851,0.766365,-0.589311
320360.471352,-3.554015,-1.447473,0.535636,0.167911,-0.174088,0.766028,-0.595568
320360.505171,-3.541328,-1.480438,0.530091,0.157729,-0.167870,0.764912,-0.601540
320360.538991,-3.528401,-1.512153,0.525660,0.152317,-0.163539,0.763508,-0.605897
320360.572811,-3.515524,-1.542357,0.522039,0.146756,-0.159145,0.763115,-0.608927
320360.606630,-3.501402,-1.571944,0.519768,0.140837,-0.155401,0.763278,-0.611082
320360.640450,-3.489761,-1.600113,0.517597,0.135232,-0.153874,0.764917,-0.610685
320360.674270,-3.478763,-1.628854,0.516633,0.127222,-0.154167,0.769648,-0.606373
320360.708090,-3.468328,-1.659521,0.517676,0.118037,-0.153187,0.773837,-0.603141
320360.741909,-3.456816,-1.689589,0.519719,0.108441,-0.150243,0.778802,-0.599279
320360.775729,-3.444587,-1.720192,0.523642,0.099059,-0.144965,0.783907,-0.595535
320360.809548,-3.432266,-1.751840,0.529523,0.091350,-0.137216,0.784406,-0.597940
320360.843368,-3.420472,-1.782736,0.536716,0.084788,-0.128875,0.780956,-0.605238
320360.877188,-3.410634,-1.808124,0.541392,0.079443,-0.122396,0.777872,-0.611243
320360.911008,-3.401859,-1.833816,0.544486,0.078585,-0.117606,0.776126,-0.614511
320360.944827,-3.392468,-1.858889,0.547053,0.081537,-0.112653,0.774881,-0.616620
320360.978647,-3.384254,-1.884963,0.547993,0.083710,-0.106329,0.774943,-0.617374
320361.012467,-3.376667,-1.911293,0.549263,0.083182,-0.099067,0.774607,-0.619074
320361.046286,-3.369736,-1.938009,0.549805,0.080760,-0.090247,0.773077,-0.622642
320361.080106,-3.362046,-1.961709,0.547437,0.076193,-0.082060,0.771681,-0.626072
320361.113926,-3.355258,-1.987121,0.543315,0.071033,-0.075972,0.771895,-0.627186
320361.147745,-3.352966,-2.018926,0.541905,0.068458,-0.073801,0.772180,-0.627378
320361.181565,-3.349840,-2.051443,0.541061,0.066273,-0.070058,0.768208,-0.632898
320361.215385,-3.347945,-2.081911,0.541043,0.066855,-0.063348,0.765883,-0.636349
320361.249204,-3.346012,-2.111874,0.541442,0.070161,-0.056902,0.764487,-0.638278
320361.283024,-3.343461,-2.142256,0.543059,0.072636,-0.051260,0.762904,-0.640369
320361.316844,-3.342045,-2.174390,0.545142,0.075395,-0.046475,0.760201,-0.643627
320361.350664,-3.341629,-2.205317,0.546113,0.081395,-0.043752,0.758917,-0.644597
320361.384483,-3.339995,-2.234694,0.549307,0.083775,-0.040898,0.757669,-0.645947
320361.418303,-3.338783,-2.266247,0.551992,0.082559,-0.038736,0.754696,-0.649706
320361.452122,-3.340075,-2.301731,0.553606,0.083498,-0.039169,0.753477,-0.650974
320361.485942,-3.341842,-2.332928,0.554881,0.084289,-0.038582,0.755764,-0.648248
320361.519762,-3.342977,-2.363955,0.557795,0.082300,-0.034242,0.757728,-0.646452
320361.553581,-3.343404,-2.396688,0.560526,0.080113,-0.031261,0.758943,-0.645454
320361.587401,-3.342990,-2.429861,0.562555,0.079225,-0.030062,0.758742,-0.645857
320361.621221,-3.340866,-2.460821,0.563608,0.079116,-0.030754,0.758508,-0.646108
320361.655041,-3.337790,-2.489386,0.561818,0.079295,-0.033258,0.758379,-0.646116
320361.688860,-3.338213,-2.520783,0.558158,0.077660,-0.035043,0.759846,-0.644493
320361.722680,-3.339394,-2.554794,0.554575,0.072754,-0.034589,0.761940,-0.642617
320361.756500,-3.339712,-2.591548,0.553144,0.067910,-0.032452,0.763258,-0.641693
320361.790319,-3.338441,-2.626737,0.552043,0.065470,-0.029803,0.763720,-0.641522
320361.824139,-3.335114,-2.660028,0.549437,0.063972,-0.028322,0.763480,-0.642025
320361.857959,-3.330791,-2.692340,0.545552,0.064361,-0.029336,0.763065,-0.642439
320361.891778,-3.328710,-2.726888,0.542197,0.063511,-0.030244,0.762562,-0.643080
320361.925598,-3.327205,-2.763074,0.538925,0.059979,-0.028846,0.761713,-0.644490
320361.959418,-3.326840,-2.798303,0.536768,0.054054,-0.024899,0.760485,-0.646624
320361.993238,-3.323556,-2.834768,0.531588,0.046109,-0.020177,0.758721,-0.649460
320362.027057,-3.320973,-2.868945,0.527626,0.039938,-0.015950,0.758228,-0.650562
320362.060877,-3.317025,-2.900765,0.523525,0.035947,-0.013726,0.760538,-0.648163
320362.094696,-3.311641,-2.932679,0.522682,0.033476,-0.011958,0.763801,-0.644478
320362.128516,-3.308327,-2.963992,0.524348,0.032709,-0.008060,0.766721,-0.641101
320362.162336,-3.307779,-2.993103,0.528267,0.027646,-0.001706,0.770379,-0.636991
320362.196155,-3.308862,-3.025070,0.529375,0.013826,0.005432,0.770777,-0.636926
320362.229975,-3.308840,-3.055256,0.533607,0.001248,0.011882,0.769350,-0.640424
320362.263795,-3.310488,-3.086852,0.537462,0.004162,-0.015810,-0.766950,0.641807
320362.297615,-3.313080,-3.117179,0.540356,0.002916,-0.017029,-0.766510,0.641300
320362.331434,-3.316453,-3.141867,0.543788,0.000911,0.017902,0.771183,-0.642852
320362.365254,-3.321566,-3.169135,0.545430,0.000770,0.022111,0.766382,-0.636917
320362.399073,-3.327574,-3.195450,0.546740,0.003797,-0.030466,-0.768624,0.639556
320362.432893,-3.335117,-3.222466,0.547652,0.009802,-0.041972,-0.766390,0.640935
320362.466713,-3.344252,-3.255195,0.548146,0.013904,-0.053523,-0.764961,0.641798
320362.500533,-3.354381,-3.290756,0.547082,0.012988,-0.061348,-0.763640,0.642525
320362.534352,-3.363874,-3.322886,0.545398,0.008733,-0.064243,-0.763285,0.642888
320362.568172,-3.373279,-3.353194,0.543049,0.005279,-0.066101,-0.762776,0.643277
320362.601992,-3.383959,-3.385369,0.540981,0.005543,-0.067559,-0.761029,0.645372
320362.635811,-3.394436,-3.416653,0.538133,0.008677,-0.068584,-0.758111,0.648831
320362.669631,-3.406988,-3.447383,0.536475,0.013578,-0.069626,-0.754238,0.652746
320362.703451,-3.421210,-3.482884,0.536879,0.017887,-0.070820,-0.749815,0.657646
320362.737270,-3.436839,-3.519585,0.538443,0.018785,-0.070379,-0.747310,0.660495
320362.771090,-3.449509,-3.554559,0.542867,0.018052,-0.069034,-0.744938,0.663302
320362.804910,-3.462628,-3.587110,0.547884,0.013937,-0.066706,-0.743189,0.665627
320362.838729,-3.476381,-3.616524,0.552950,0.009441,-0.062402,-0.743774,0.665329
320362.872549,-3.491417,-3.643642,0.558537,0.009883,-0.059719,-0.743397,0.665961
320362.906369,-3.503957,-3.670655,0.564058,0.014682,-0.058067,-0.740560,0.669309
320362.940189,-3.514067,-3.700391,0.568278,0.018072,-0.054818,-0.738033,0.672288
320362.974008,-3.521530,-3.727334,0.571757,0.017467,-0.051191,-0.737317,0.673409
320363.007828,-3.530154,-3.749988,0.572992,0.014958,-0.049885,-0.737369,0.673504
320363.041647,-3.541203,-3.774972,0.573663,0.012692,-0.051766,-0.740164,0.670268
320363.075467,-3.554718,-3.803262,0.574204,0.013804,-0.055661,-0.742663,0.667156
320363.109287,-3.566488,-3.832988,0.573315,0.018667,-0.058563,-0.743591,0.665791
320363.143106,-3.574566,-3.862914,0.569952,0.023652,-0.060685,-0.744465,0.664495
320363.176926,-3.581534,-3.893508,0.567365,0.026265,-0.062468,-0.745266,0.663321
320363.210746,-3.587514,-3.922746,0.564467,0.027162,-0.062639,-0.745478,0.663036
320363.244566,-3.595576,-3.955881,0.562431,0.028271,-0.063642,-0.745379,0.663004
320363.278385,-3.603812,-3.990125,0.561796,0.031865,-0.066373,-0.744251,0.663824
320363.312205,-3.611316,-4.024177,0.560956,0.037418,-0.069334,-0.742145,0.665589
320363.346025,-3.616468,-4.055858,0.561388,0.044618,-0.071483,-0.739953,0.667361
320363.379844,-3.616883,-4.085182,0.562000,0.051205,-0.070114,-0.737635,0.669595
320363.413664,-3.615358,-4.112543,0.564071,0.055067,-0.065802,-0.736917,0.670515
320363.447484,-3.613007,-4.141126,0.568538,0.055849,-0.062259,-0.737525,0.670116
320363.481303,-3.619878,-4.179521,0.574674,0.056877,-0.060839,-0.738864,0.668690
320363.515123,-3.624369,-4.213979,0.580446,0.064811,-0.061527,-0.740311,0.666297
320363.548943,-3.630103,-4.245986,0.585739,0.078941,-0.063548,-0.739211,0.665805
320363.582763,-3.633006,-4.276667,0.590892,0.091870,-0.065838,-0.736271,0.667180
320363.616582,-3.636022,-4.306852,0.595802,0.091958,-0.067000,-0.736779,0.666491
320363.650402,-3.638576,-4.334269,0.601615,0.080454,-0.066119,-0.739026,0.665578
320363.684221,-3.638639,-4.361842,0.604551,0.068949,-0.062534,-0.741107,0.664905
320363.718041,-3.642535,-4.390175,0.605886,0.062576,-0.057756,-0.742481,0.664432
320363.751861,-3.648842,-4.419745,0.605514,0.062238,-0.055636,-0.741930,0.665257
320363.785680,-3.655219,-4.448416,0.603829,0.065404,-0.058221,-0.741603,0.665100
320363.819500,-3.660905,-4.479468,0.601720,0.067059,-0.060601,-0.741721,0.664588
320363.853320,-3.666498,-4.511360,0.599016,0.065917,-0.059532,-0.741745,0.664772
320363.887140,-3.673167,-4.546403,0.595181,0.063879,-0.055415,-0.742386,0.664611
320363.920959,-3.679158,-4.578648,0.591804,0.061316,-0.048245,-0.741702,0.666172
320363.954779,-3.685427,-4.612514,0.589451,0.057357,-0.040404,-0.740105,0.668827
320363.988598,-3.691543,-4.646659,0.587981,0.053430,-0.033205,-0.737265,0.672671
320364.022418,-3.699276,-4.680277,0.588237,0.048022,-0.027866,-0.734329,0.676516
320364.056238,-3.709047,-4.717260,0.589002,0.039037,-0.023543,-0.732120,0.679649
320364.090058,-3.719896,-4.754208,0.590214,0.028416,-0.016943,-0.731719,0.680789
320364.123877,-3.730197,-4.786811,0.592444,0.018648,-0.009361,-0.732593,0.680315
320364.157697,-3.742426,-4.816501,0.594697,0.012373,-0.002532,-0.735183,0.677694
320364.191517,-3.752761,-4.850681,0.598505,0.009959,0.001890,-0.737475,0.675374
320364.225336,-3.761469,-4.879563,0.604020,0.009944,0.004467,-0.736736,0.675889
320364.259156,-3.770596,-4.912516,0.608824,0.010339,0.008479,-0.736475,0.676368
320364.292976,-3.779578,-4.947644,0.613787,0.008769,0.011459,-0.736580,0.676290
320364.326795,-3.788558,-4.984434,0.618095,0.005564,0.011155,-0.738217,0.675008
320364.360615,-3.796682,-5.020802,0.621427,0.004617,0.009433,-0.740678,0.672593
320364.394435,-3.805451,-5.057900,0.624815,0.006599,0.007486,-0.741235,0.671077
320364.428254,-3.811810,-5.093976,0.626451,0.010091,0.005317,-0.740247,0.672229
320364.462074,-3.813012,-5.125337,0.625958,0.010793,0.003888,-0.740812,0.671587
320364.495894,-3.812622,-5.155869,0.626569,0.008260,0.002650,-0.740998,0.671700
320364.529714,-3.814308,-5.190276,0.625797,0.005551,0.001928,-0.740172,0.672425
320364.563533,-3.816276,-5.224069,0.623881,0.003195,0.001222,-0.738946,0.672850
320364.597353,-3.821295,-5.265001,0.623356,0.001635,-0.001750,-0.741865,0.675059
320364.631172,-3.824265,-5.305914,0.622458,0.003110,-0.006134,-0.740243,0.673361
320364.664992,-3.825662,-5.342205,0.622308,0.007376,-0.007946,-0.739655,0.672809
320364.698812,-3.826091,-5.377783,0.623010,0.011507,-0.008066,-0.740057,0.672231
320364.732631,-3.827147,-5.412467,0.624960,0.015906,-0.007312,-0.740528,0.671887
320364.766451,-3.829648,-5.447043,0.627451,0.020317,-0.007271,-0.741769,0.670309
320364.800271,-3.834529,-5.483432,0.629489,0.023414,-0.009140,-0.745794,0.665696
320364.834091,-3.837927,-5.513737,0.635390,0.028865,-0.014796,-0.749371,0.661355
320364.867910,-3.841999,-5.542336,0.641835,0.036030,-0.024020,-0.749427,0.660678
320364.901730,-3.847982,-5.572442,0.647454,0.041057,-0.030983,-0.748645,0.660976
320364.935550,-3.854791,-5.612013,0.650821,0.042504,-0.031473,-0.748417,0.661107
320364.969369,-3.861829,-5.647160,0.653526,0.039590,-0.030548,-0.749562,0.660039
320365.003189,-3.868185,-5.675168,0.655856,0.036659,-0.033050,-0.750266,0.659285
320365.037009,-3.876275,-5.701983,0.657129,0.038251,-0.036923,-0.750746,0.658449
320365.070828,-3.885288,-5.720771,0.655523,0.042753,-0.041150,-0.750569,0.658128
320365.104648,-3.896501,-5.752488,0.654955,0.046068,-0.046726,-0.750488,0.657624
320365.138468,-3.909377,-5.785814,0.653671,0.048355,-0.051967,-0.750185,0.657408
320365.172288,-3.923653,-5.820859,0.651251,0.049020,-0.053734,-0.750004,0.657422
320365.206107,-3.939380,-5.854343,0.648335,0.047527,-0.053278,-0.749894,0.657682
320365.239927,-3.955248,-5.888652,0.643695,0.046590,-0.052860,-0.749286,0.658487
320365.273746,-3.970386,-5.917476,0.641156,0.046855,-0.053027,-0.748562,0.659274
320365.307566,-3.988194,-5.950558,0.637952,0.048106,-0.053866,-0.746625,0.661312
320365.341386,-4.006304,-5.986469,0.635448,0.048557,-0.053865,-0.744719,0.663429
320365.375205,-4.025259,-6.025125,0.634190,0.045039,-0.050888,-0.743759,0.664982
320365.409025,-4.042544,-6.058516,0.635702,0.037353,-0.046214,-0.744041,0.665488
320365.442845,-4.060585,-6.092204,0.639138,0.028673,-0.042856,-0.746000,0.663958
320365.476665,-4.078904,-6.122277,0.644503,0.022320,-0.040283,-0.748825,0.661197
320365.510484,-4.097605,-6.151439,0.650556,0.019399,-0.037860,-0.750675,0.659301
320365.544304,-4.116705,-6.182883,0.656794,0.018446,-0.036295,-0.751180,0.658797
320365.578123,-4.137917,-6.215380,0.662428,0.018980,-0.036171,-0.750967,0.659067
320365.611943,-4.157938,-6.251170,0.667294,0.020208,-0.037670,-0.750493,0.659473
320365.645763,-4.177425,-6.289225,0.671806,0.019914,-0.041640,-0.750964,0.658721
320365.679582,-4.193361,-6.322579,0.676458,0.018661,-0.044988,-0.750908,0.658587
320365.713402,-4.208078,-6.357534,0.678397,0.018740,-0.045277,-0.750516,0.659026
320365.747222,-4.225227,-6.396603,0.677737,0.019946,-0.043195,-0.749132,0.660708
320365.781042,-4.240348,-6.434527,0.676986,0.022634,-0.041247,-0.746675,0.663544
320365.814861,-4.253165,-6.470734,0.675394,0.024594,-0.041143,-0.744483,0.665939
320365.848681,-4.269290,-6.513147,0.674920,0.025569,-0.042552,-0.741909,0.668673
320365.882501,-4.282220,-6.550863,0.671722,0.027344,-0.044829,-0.739645,0.670942
320365.916320,-4.291003,-6.583988,0.667995,0.027894,-0.045000,-0.738067,0.672622
320365.950140,-4.304215,-6.625144,0.664828,0.028529,-0.044143,-0.736600,0.674273
320365.983960,-4.318396,-6.669343,0.663063,0.031334,-0.043702,-0.734006,0.677012
320366.017779,-4.332862,-6.712911,0.660878,0.035567,-0.042244,-0.731974,0.679101
320366.051599,-4.347505,-6.754714,0.659738,0.041998,-0.038864,-0.730663,0.680339
320366.085419,-4.363506,-6.794214,0.659755,0.050164,-0.036039,-0.730563,0.680047
320366.119239,-4.380479,-6.835212,0.661652,0.058504,-0.035659,-0.731685,0.678190
320366.153058,-4.397075,-6.870382,0.667670,0.066494,-0.039359,-0.734423,0.674281
320366.186878,-4.414501,-6.907085,0.675133,0.073510,-0.047068,-0.735627,0.671737
320366.220697,-4.432231,-6.949845,0.683072,0.079206,-0.055399,-0.736461,0.669538
320366.254517,-4.450682,-6.991003,0.690668,0.082013,-0.060869,-0.736741,0.668419
320366.288337,-4.471900,-7.030858,0.695937,0.083225,-0.065154,-0.737057,0.667514
320366.322156,-4.490148,-7.063715,0.700329,0.083319,-0.068768,-0.738132,0.665949
320366.355976,-4.511379,-7.098995,0.702331,0.085779,-0.073834,-0.738214,0.665007
320366.389796,-4.533399,-7.134166,0.702289,0.090404,-0.080798,-0.736803,0.665146
320366.423616,-4.554526,-7.170629,0.698494,0.095097,-0.089545,-0.735328,0.665004
320366.457435,-4.575832,-7.206511,0.693096,0.099585,-0.097669,-0.733253,0.665496
320366.491255,-4.597246,-7.244390,0.685351,0.103934,-0.103392,-0.731414,0.665989
320366.525075,-4.617638,-7.283197,0.677008,0.105265,-0.106102,-0.730131,0.666761
320366.558894,-4.636991,-7.316536,0.668629,0.102759,-0.106603,-0.729441,0.667825
320366.592714,-4.658997,-7.353133,0.660763,0.099527,-0.107475,-0.728967,0.668693
320366.626534,-4.684168,-7.391758,0.654220,0.100022,-0.110951,-0.727189,0.669986
320366.660353,-4.707178,-7.433684,0.647487,0.103112,-0.113758,-0.724838,0.671594
320366.694173,-4.728872,-7.470486,0.642375,0.101812,-0.113527,-0.723706,0.673049
320366.727993,-4.751834,-7.510375,0.640429,0.096509,-0.111430,-0.725162,0.672614
320366.761813,-4.774558,-7.552169,0.640103,0.091024,-0.109512,-0.729122,0.669406
320366.795632,-4.792267,-7.584640,0.645495,0.087445,-0.110921,-0.730825,0.667791
320366.829452,-4.809775,-7.619201,0.652467,0.085001,-0.114517,-0.730239,0.668142
320366.863271,-4.832055,-7.661058,0.659001,0.083980,-0.115848,-0.730171,0.668112
320366.897091,-4.853569,-7.706583,0.664526,0.084458,-0.116392,-0.731753,0.666227
320366.930911,-4.873774,-7.749100,0.669565,0.085772,-0.118712,-0.732549,0.664772
320366.964730,-4.893919,-7.788580,0.674414,0.088921,-0.122637,-0.733002,0.663149
320366.998550,-4.913279,-7.827349,0.676844,0.093766,-0.125554,-0.732589,0.662387
320367.032370,-4.932124,-7.870487,0.674933,0.098835,-0.126482,-0.731348,0.662844
320367.066190,-4.946292,-7.907622,0.671051,0.103424,-0.126516,-0.730151,0.663458
320367.100009,-4.959007,-7.944426,0.665613,0.106728,-0.126936,-0.729365,0.663720
320367.133829,-4.974169,-7.985576,0.659137,0.109448,-0.127399,-0.727627,0.665093
320367.167648,-4.990686,-8.026601,0.652473,0.112378,-0.129278,-0.725564,0.666496
320367.201468,-5.006022,-8.066499,0.648728,0.114720,-0.132024,-0.724702,0.666494
320367.235288,-5.023122,-8.108942,0.645414,0.118714,-0.135123,-0.724004,0.665933
320367.269107,-5.037491,-8.147188,0.641940,0.123355,-0.136879,-0.724135,0.664588
320367.302927,-5.051740,-8.185040,0.640965,0.127520,-0.137130,-0.726207,0.661481
320367.336747,-5.066782,-8.224128,0.641066,0.132126,-0.138377,-0.727908,0.658441
320367.370567,-5.085323,-8.265073,0.645625,0.136921,-0.144996,-0.728637,0.655223
320367.404386,-5.102033,-8.302404,0.653107,0.143542,-0.156391,-0.729146,0.650604
320367.438206,-5.119508,-8.339975,0.659200,0.152876,-0.166410,-0.727714,0.647587
320367.472026,-5.136257,-8.376194,0.663446,0.160345,-0.172147,-0.725794,0.646435
320367.505845,-5.150454,-8.398151,0.671705,0.163637,-0.173379,-0.725772,0.645304
320367.539665,-5.161301,-8.430046,0.675038,0.162006,-0.173590,-0.728659,0.642399
320367.573485,-5.179713,-8.458983,0.679629,0.160274,-0.177090,-0.730479,0.639806
320367.607304,-5.202328,-8.491437,0.682613,0.161538,-0.184745,-0.730146,0.637700
320367.641124,-5.226884,-8.520124,0.682078,0.165084,-0.194158,-0.728537,0.635833
320367.674944,-5.249096,-8.552578,0.679253,0.170040,-0.203440,-0.727287,0.633049
320367.708764,-5.273448,-8.580474,0.674411,0.175657,-0.211422,-0.725588,0.630846
320367.742583,-5.299972,-8.615885,0.668408,0.179635,-0.217789,-0.723831,0.629578
320367.776403,-5.327206,-8.647228,0.664077,0.180525,-0.221609,-0.720943,0.631302
320367.810222,-5.354699,-8.688366,0.658450,0.177211,-0.220965,-0.719219,0.634424
320367.844042,-5.379349,-8.724852,0.648772,0.174311,-0.217658,-0.718287,0.637422
320367.877862,-5.407278,-8.755156,0.644801,0.174505,-0.215706,-0.716920,0.639566
320367.911681,-5.438782,-8.795303,0.644845,0.177750,-0.215632,-0.714225,0.641709
320367.945501,-5.467578,-8.832047,0.638979,0.180538,-0.217285,-0.713831,0.640812
320367.979321,-5.498216,-8.861649,0.640288,0.182464,-0.223053,-0.715672,0.636214
320368.013141,-5.529284,-8.896600,0.645255,0.186071,-0.234261,-0.715196,0.631659
320368.046960,-5.559913,-8.922050,0.651511,0.191332,-0.246293,-0.710860,0.630405
320368.080780,-5.589423,-8.955563,0.656254,0.195118,-0.254642,-0.707598,0.629596
320368.114600,-5.616219,-8.987676,0.662181,0.195637,-0.259968,-0.705549,0.629558
320368.148419,-5.642597,-9.016920,0.668706,0.195717,-0.265820,-0.703199,0.629719
320368.182239,-5.656124,-9.044687,0.678242,0.198759,-0.270822,-0.699917,0.630291
320368.216059,-5.684797,-9.074275,0.681869,0.207131,-0.275165,-0.695349,0.630770
320368.249878,-5.722142,-9.099957,0.681457,0.220378,-0.279492,-0.688735,0.631635
320368.283698,-5.752087,-9.126475,0.678823,0.235590,-0.284648,-0.680563,0.632698
320368.317518,-5.778844,-9.142324,0.674132,0.249309,-0.289296,-0.673314,0.633089
320368.351338,-5.806245,-9.170698,0.667782,0.260010,-0.294163,-0.667704,0.632482
320368.385157,-5.831268,-9.196463,0.660831,0.268766,-0.299504,-0.661924,0.632391
320368.418977,-5.850869,-9.225771,0.655261,0.275721,-0.305128,-0.658415,0.630369
320368.452796,-5.873652,-9.248663,0.648540,0.282633,-0.310578,-0.655826,0.627338
320368.486616,-5.898258,-9.270024,0.644227,0.291678,-0.316710,-0.653410,0.622634
320368.520436,-5.922001,-9.290823,0.638968,0.301542,-0.323198,-0.650943,0.617162
320368.554255,-5.944691,-9.316640,0.633879,0.307229,-0.329321,-0.652248,0.609696
320368.588075,-5.972906,-9.340909,0.630799,0.309721,-0.340462,-0.654240,0.600107
320368.621895,-6.002889,-9.363186,0.636530,0.314518,-0.357866,-0.650598,0.591382
320368.655715,-6.033150,-9.383502,0.643624,0.322895,-0.373103,-0.643460,0.585229
320368.689534,-6.061104,-9.409757,0.649878,0.329751,-0.382621,-0.638402,0.580783
320368.723354,-6.091390,-9.437619,0.652160,0.333670,-0.387319,-0.637087,0.576860
320368.757173,-6.120097,-9.457416,0.652897,0.338369,-0.390934,-0.637834,0.570828
320368.790993,-6.150309,-9.472713,0.653856,0.346618,-0.396521,-0.634736,0.565453
320368.824813,-6.182218,-9.483906,0.652371,0.355778,-0.404597,-0.629435,0.559941
320368.858632,-6.211981,-9.495679,0.648890,0.364952,-0.413248,-0.624100,0.553657
320368.892452,-6.235534,-9.505054,0.643799,0.373126,-0.420709,-0.618971,0.548321
320368.926272,-6.266102,-9.529484,0.636270,0.378203,-0.427094,-0.614441,0.544991
320368.960092,-6.300427,-9.554722,0.628489,0.378889,-0.431387,-0.611477,0.544467
320368.993911,-6.330728,-9.571539,0.620995,0.377077,-0.433537,-0.609503,0.546228
320369.027731,-6.366812,-9.588875,0.615490,0.375951,-0.436044,-0.607302,0.547458
320369.061609,-6.399057,-9.599238,0.615207,0.380891,-0.439158,-0.601182,0.548309
320369.095428,-6.431664,-9.613032,0.612028,0.386743,-0.443844,-0.593904,0.548371
320369.129706,-6.465947,-9.634409,0.607521,0.387035,-0.447598,-0.590698,0.548576
320369.163526,-6.496686,-9.645420,0.605456,0.383514,-0.453227,-0.591190,0.545890
320369.197681,-6.531075,-9.643948,0.610365,0.383836,-0.462114,-0.589030,0.540522
320369.231501,-6.563157,-9.640423,0.615122,0.390550,-0.470033,-0.583423,0.534936
320369.265699,-6.594769,-9.641413,0.618943,0.399397,-0.476107,-0.578507,0.528331
320369.299519,-6.626351,-9.652161,0.622197,0.408562,-0.481893,-0.574575,0.520308
320369.333698,-6.661686,-9.666683,0.622922,0.415668,-0.489210,-0.570612,0.512148
320369.367518,-6.695748,-9.680494,0.622331,0.420529,-0.497702,-0.567026,0.503914
320369.401682,-6.728294,-9.692895,0.621694,0.425077,-0.504899,-0.564080,0.496186
320369.435502,-6.760137,-9.705153,0.619460,0.430791,-0.509726,-0.560792,0.490010
320369.469621,-6.794615,-9.718133,0.615807,0.436976,-0.513825,-0.557597,0.483861
320369.503440,-6.826801,-9.731237,0.611946,0.444586,-0.518767,-0.552941,0.476949
320369.537538,-6.862933,-9.746336,0.608346,0.452502,-0.525137,-0.546398,0.470024
320369.571358,-6.894929,-9.757827,0.603622,0.461028,-0.532034,-0.538658,0.462862
320369.605438,-6.925492,-9.767271,0.598569,0.468750,-0.540931,-0.530458,0.454182
320369.639257,-6.956581,-9.776692,0.593825,0.475731,-0.551945,-0.521159,0.444331
320369.673346,-6.993287,-9.785230,0.592958,0.484963,-0.563547,-0.509800,0.432816
